tag,dag,run_id,task_id,duration_s,start_date,end_date
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_sensor,10.562536,2026-07-21T19:14:50.065358+00:00,2026-07-21T19:15:00.627894+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_gps,10.57449,2026-07-21T19:15:01.852523+00:00,2026-07-21T19:15:12.427013+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_material,10.04785,2026-07-21T19:13:55.334299+00:00,2026-07-21T19:14:05.382149+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_seg_area,9.963302,2026-07-21T19:14:05.663971+00:00,2026-07-21T19:14:15.627273+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_obstaculo,10.531063,2026-07-21T19:14:16.646103+00:00,2026-07-21T19:14:27.177166+00:00
V1_rep5,dag_gold_refresh,perf_V1_rep5_dag_gold_refresh_1784661318,gold_ppcot,14.680046,2026-07-21T19:16:46.108459+00:00,2026-07-21T19:17:00.788505+00:00
V1_rep5,dag_gold_refresh,perf_V1_rep5_dag_gold_refresh_1784661318,gold_coc,13.15979,2026-07-21T19:16:17.783989+00:00,2026-07-21T19:16:30.943779+00:00
V1_rep5,dag_gold_refresh,perf_V1_rep5_dag_gold_refresh_1784661318,gold_pitcic,12.621767,2026-07-21T19:16:32.283860+00:00,2026-07-21T19:16:44.905627+00:00
V1_rep5,dag_gold_refresh,perf_V1_rep5_dag_gold_refresh_1784661318,gold_avaliacao,12.037444,2026-07-21T19:17:01.173006+00:00,2026-07-21T19:17:13.210450+00:00
V1_rep6,dag_ingestao_bronze,perf_V1_rep6_dag_ingestao_bronze_1784661524,ingerir_json_para_iceberg_bronze,5.157483,2026-07-21T19:19:02.838081+00:00,2026-07-21T19:19:07.995564+00:00
V1_rep6,dag_ingestao_bronze,perf_V1_rep6_dag_ingestao_bronze_1784661524,verificar_bucket_landing,0.430363,2026-07-21T19:19:01.773211+00:00,2026-07-21T19:19:02.203574+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_obstaculo,10.532263,2026-07-21T19:21:32.197000+00:00,2026-07-21T19:21:42.729263+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_paf,10.636302,2026-07-21T19:21:43.227888+00:00,2026-07-21T19:21:53.864190+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_pessoal,10.524079,2026-07-21T19:20:58.972994+00:00,2026-07-21T19:21:09.497073+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_relt_intel,9.988528,2026-07-21T19:21:54.437062+00:00,2026-07-21T19:22:04.425590+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_sensor,10.562204,2026-07-21T19:22:04.976735+00:00,2026-07-21T19:22:15.538939+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_gps,10.641158,2026-07-21T19:22:16.581447+00:00,2026-07-21T19:22:27.222605+00:00
V1_rep6,dag_silver_transform,perf_V1_rep6_dag_silver_transform_1784661553,silver_material,10.579575,2026-07-21T19:21:09.862423+00:00,2026-07-21T19:21:20.441998+00:00
